设备号,统计日期,二级目录,影片名称,观看开始时间,观看结束时间,用户号
10013,20170807,精彩点,07月09日 贝肯熊(高清),2017/8/7 16:11,2017/8/7 16:35,11075
10013,20170807,精彩点,07月04日 贝肯熊(高清),2017/8/7 12:09,2017/8/7 12:34,11075
10013,20170808,精彩点,大军师司马懿之军师联盟(35)(高清),2017/8/7 22:09,2017/8/8 10:59,11075
10013,20170808,精彩点,07月03日 贝肯熊(高清),2017/8/8 11:25,2017/8/8 11:50,11075
10013,20170808,精彩点,07月06日 贝肯熊(高清),2017/8/8 12:41,2017/8/8 13:06,11075
10013,20170808,精彩点,07月11日 贝肯熊(高清),2017/8/8 14:53,2017/8/8 15:05,11075
10013,20170808,精彩点,07月07日 贝肯熊(高清),2017/8/8 13:07,2017/8/8 13:31,11075
10013,20170808,精彩点,07月09日 贝肯熊(高清),2017/8/8 14:05,2017/8/8 14:29,11075
10013,20170808,精彩点,07月04日 贝肯熊(高清),2017/8/8 11:50,2017/8/8 12:15,11075
10013,20170808,精彩点,07月12日 贝肯熊(高清),2017/8/8 15:18,2017/8/8 19:35,11075
10013,20170808,精彩点,07月08日 贝肯熊(高清),2017/8/8 13:32,2017/8/8 13:33,11075
10013,20170808,精彩点,07月09日 贝肯熊(高清),2017/8/8 13:33,2017/8/8 14:04,11075
10013,20170808,精彩点,07月04日 贝肯熊(高清),2017/8/8 21:13,2017/8/8 21:38,11075
10013,20170808,精彩点,07月11日 贝肯熊(高清),2017/8/8 15:05,2017/8/8 15:18,11075
10013,20170808,精彩点,07月02日 贝肯熊(高清),2017/8/8 20:49,2017/8/8 21:12,11075
10013,20170808,精彩点,07月10日 贝肯熊(高清),2017/8/8 14:29,2017/8/8 14:53,11075
10013,20170808,精彩点,07月01日 贝肯熊(高清),2017/8/8 20:24,2017/8/8 20:49,11075
10013,20170808,精彩点,07月01日 贝肯熊(高清),2017/8/8 11:00,2017/8/8 11:25,11075
10013,20170808,精彩点,07月05日 贝肯熊(高清),2017/8/8 12:16,2017/8/8 12:41,11075
10013,20170809,精彩点,07月06日 贝肯熊(高清),2017/8/8 21:39,2017/8/9 8:55,11075
10013,20170809,精彩点,07月06日 贝肯熊(高清),2017/8/9 8:56,2017/8/9 9:21,11075
10013,20170809,精彩点,07月07日 贝肯熊(高清),2017/8/9 9:46,2017/8/9 19:59,11075
10013,20170809,精彩点,07月07日 贝肯熊(高清),2017/8/9 19:59,2017/8/9 20:24,11075
10013,20170809,精彩点,07月07日 贝肯熊(高清),2017/8/9 9:21,2017/8/9 9:46,11075
10013,20170809,精彩点,07月08日 贝肯熊(高清),2017/8/9 20:24,2017/8/9 20:33,11075
10013,20170810,精彩点,07月02日 贝肯熊(高清),2017/8/10 21:20,2017/8/10 21:50,11075
10013,20170810,精彩点,07月01日 贝肯熊(高清),2017/8/10 20:39,2017/8/10 21:20,11075
10013,20170810,精彩点,06月03日 熊出没之秋日团团转(高清),2017/8/9 20:33,2017/8/10 9:38,11075
10013,20170810,精彩点,07月15日 贝肯熊(高清),2017/8/10 12:06,2017/8/10 12:31,11075
10013,20170810,精彩点,06月03日 熊出没之秋日团团转(高清),2017/8/10 9:39,2017/8/10 11:40,11075
10013,20170810,精彩点,07月15日 贝肯熊(高清),2017/8/10 11:40,2017/8/10 12:06,11075
10013,20170811,精彩点,07月01日 贝肯熊(高清),2017/8/11 19:43,2017/8/11 20:08,11075
10013,20170811,精彩点,07月08日 戚继光,2017/8/10 21:50,2017/8/11 17:56,11075
10013,20170812,精彩点,07月01日 贝肯熊(高清),2017/8/12 14:17,2017/8/12 14:43,11075
10013,20170812,精彩点,07月02日 贝肯熊(高清),2017/8/12 8:40,2017/8/12 8:41,11075
10013,20170812,精彩点,07月02日 贝肯熊(高清),2017/8/11 20:08,2017/8/12 8:39,11075
10013,20170812,精彩点,07月01日 贝肯熊(高清),2017/8/12 14:43,2017/8/12 14:50,11075
10013,20170813,精彩点,07月01日 贝肯熊(高清),2017/8/12 22:35,2017/8/13 9:37,11075
10013,20170813,精彩点,08月11日 熊出没之环球大冒险(高清),2017/8/13 14:43,2017/8/13 14:58,11075
10013,20170813,精彩点,07月15日 贝肯熊(高清),2017/8/13 9:38,2017/8/13 9:41,11075
10013,20170813,精彩点,08月09日 熊出没之环球大冒险(高清),2017/8/13 11:43,2017/8/13 12:55,11075
10013,20170813,精彩点,07月02日 贝肯熊(高清),2017/8/13 11:19,2017/8/13 11:43,11075
10013,20170813,精彩点,08月10日 熊出没之环球大冒险(高清),2017/8/13 12:55,2017/8/13 14:43,11075
10013,20170813,精彩点,07月02日 贝肯熊(高清),2017/8/13 10:55,2017/8/13 11:18,11075
10013,20170813,精彩点,07月01日 贝肯熊(高清),2017/8/13 10:30,2017/8/13 10:55,11075
10013,20170813,精彩点,07月03日 贝肯熊(高清),2017/8/13 11:18,2017/8/13 11:19,11075
10013,20170816,精彩点,07月02日 贝肯熊(高清),2017/8/16 20:26,2017/8/16 20:39,11075
10013,20170816,精彩点,07月02日 贝肯熊(高清),2017/8/16 10:56,2017/8/16 12:21,11075
10013,20170816,精彩点,07月02日 贝肯熊(高清),2017/8/16 20:43,2017/8/16 20:54,11075
10013,20170816,精彩点,07月01日 贝肯熊(高清),2017/8/16 10:31,2017/8/16 10:56,11075
10013,20170817,精彩点,欢乐颂2(37)(高清),2017/8/17 16:58,2017/8/17 17:02,11075
10013,20170817,精彩点,欢乐颂2(50)(高清),2017/8/17 23:37,2017/8/17 23:51,11075
10013,20170817,精彩点,澳门风云2(高清),2017/8/17 2:46,2017/8/17 2:51,11075
10013,20170817,热点专题,煎饼侠(高清),2017/8/17 13:32,2017/8/17 13:49,11075
10013,20170817,精彩点,澳门风云2(高清)(发哥再掀赌场情场风云),2017/8/17 2:27,2017/8/17 2:35,11075
10013,20170817,精彩点,澳门风云2(高清),2017/8/17 3:00,2017/8/17 4:22,11075
10013,20170817,热点专题,煎饼侠(高清),2017/8/17 14:09,2017/8/17 15:32,11075
10013,20170817,精彩点,澳门风云2(高清),2017/8/17 2:27,2017/8/17 2:35,11075
10013,20170817,热点专题,煎饼侠(高清)(笑点全开，拯救不开心),2017/8/17 14:09,2017/8/17 15:32,11075
10013,20170817,精彩点,欢乐颂2(01)(高清),2017/8/17 1:45,2017/8/17 1:48,11075
10013,20170817,热点专题,煎饼侠(高清)(笑点全开，拯救不开心),2017/8/17 13:32,2017/8/17 13:49,11075
10013,20170817,精彩点,澳门风云2(高清),2017/8/17 9:08,2017/8/17 9:29,11075
10013,20170817,精彩点,欢乐颂2(50)(高清),2017/8/17 23:15,2017/8/17 23:19,11075
10013,20170817,精彩点,08月09日 熊出没之环球大冒险(高清),2017/8/17 10:17,2017/8/17 11:01,11075
10013,20170817,精彩点,欢乐颂2(37)(高清),2017/8/17 16:01,2017/8/17 16:58,11075
10013,20170817,精彩点,07月25日 小猪佩奇(高清),2017/8/17 10:15,2017/8/17 10:17,11075
10013,20170817,热点专题,谋杀似水年华(高清)(AngelaBaby、阮经天，相爱相杀),2017/8/17 21:54,2017/8/17 21:56,11075
10013,20170817,精彩点,罗宾汉(遮水印)(高清),2017/8/17 9:29,2017/8/17 9:32,11075
10013,20170817,精彩点,澳门风云2(高清)(发哥再掀赌场情场风云),2017/8/17 2:46,2017/8/17 2:51,11075
10013,20170817,精彩点,欢乐颂2(37)(高清),2017/8/17 17:03,2017/8/17 17:17,11075
10013,20170817,热点专题,煎饼侠(高清),2017/8/17 13:49,2017/8/17 14:09,11075
10013,20170817,精彩点,07月25日 小猪佩奇(高清),2017/8/17 22:06,2017/8/17 22:17,11075
10013,20170817,精彩点,澳门风云2(高清)(发哥再掀赌场情场风云),2017/8/17 3:00,2017/8/17 4:22,11075
10013,20170817,精彩点,欢乐颂2(46)(高清),2017/8/17 21:24,2017/8/17 21:26,11075
10013,20170817,精彩点,欢乐颂2(40)(高清),2017/8/17 17:17,2017/8/17 17:32,11075
10013,20170817,精彩点,07月30日 熊出没之丛林总动员(高清),2017/8/17 11:05,2017/8/17 11:21,11075
10013,20170817,精彩点,08月10日 熊出没之环球大冒险(高清),2017/8/17 22:17,2017/8/17 23:05,11075
10013,20170817,精彩点,长颈鹿扎拉法(高清),2017/8/17 13:30,2017/8/17 13:32,11075
10013,20170817,精彩点,澳门风云2(高清)(发哥再掀赌场情场风云),2017/8/17 9:08,2017/8/17 9:29,11075
10013,20170817,精彩点,欢乐颂2(32)(高清),2017/8/17 1:48,2017/8/17 2:14,11075
10013,20170817,精彩点,乡村爱情故事6(01)(高清),2017/8/17 15:32,2017/8/17 15:37,11075
10013,20170817,精彩点,欢乐颂2(45)(高清),2017/8/17 21:14,2017/8/17 21:23,11075
10013,20170817,精彩点,欢乐颂2(33)(高清),2017/8/17 2:18,2017/8/17 2:23,11075
10013,20170817,精彩点,长颈鹿扎拉法(高清)(让信守承诺开出了花),2017/8/17 13:30,2017/8/17 13:32,11075
10013,20170817,热点专题,谋杀似水年华(高清),2017/8/17 21:54,2017/8/17 21:56,11075
10013,20170817,精彩点,罗宾汉(高清)(一代侠盗英雄传记),2017/8/17 9:29,2017/8/17 9:32,11075
10013,20170817,精彩点,醉玲珑(20)(高清),2017/8/17 21:46,2017/8/17 21:54,11075
10013,20170817,精彩点,06月03日 小公主苏菲亚,2017/8/17 17:56,2017/8/17 17:59,11075
10013,20170817,热点专题,煎饼侠(高清)(笑点全开，拯救不开心),2017/8/17 13:49,2017/8/17 14:09,11075
10013,20170817,精彩点,07月25日 小猪佩奇(高清),2017/8/17 18:00,2017/8/17 18:21,11075
10013,20170817,精彩点,乡村爱情故事6(01)(高清),2017/8/17 17:51,2017/8/17 17:55,11075
10013,20170818,精彩点,麻烦家族(高清),2017/8/18 23:22,2017/8/18 23:43,11075
10013,20170818,精彩点,欢乐颂2(51)(高清),2017/8/17 23:51,2017/8/18 0:01,11075
10013,20170818,精彩点,欢乐颂2(52)(高清),2017/8/18 0:01,2017/8/18 0:32,11075
10013,20170818,精彩点,07月02日 熊熊乐园(高清),2017/8/18 20:22,2017/8/18 20:35,11075
10013,20170818,精彩点,欢乐颂2(54)(高清),2017/8/18 23:46,2017/8/18 23:47,11075
10013,20170818,精彩点,08月10日 熊出没之环球大冒险(高清),2017/8/18 12:29,2017/8/18 13:11,11075
10013,20170818,精彩点,麻烦家族(高清)(黄磊电影处女作，鸡飞狗跳闹离婚),2017/8/18 23:22,2017/8/18 23:43,11075
10013,20170818,精彩点,欢乐颂2(53)(高清),2017/8/18 16:23,2017/8/18 16:36,11075
10013,20170818,精彩点,欢乐颂2(54)(高清),2017/8/18 17:43,2017/8/18 17:51,11075
10013,20170818,精彩点,欢乐颂2(53)(高清),2017/8/18 23:43,2017/8/18 23:46,11075
10013,20170818,精彩点,醉玲珑(20)(高清),2017/8/18 23:48,2017/8/18 23:53,11075
10013,20170818,精彩点,08月09日 熊出没之环球大冒险(高清),2017/8/18 12:27,2017/8/18 12:29,11075
10013,20170818,精彩点,疯岳撬佳人(高清),2017/8/18 0:33,2017/8/18 10:52,11075
10013,20170818,精彩点,07月01日 贝肯熊(高清),2017/8/18 13:25,2017/8/18 13:45,11075
10013,20170818,精彩点,欢乐颂2(51)(高清),2017/8/18 16:20,2017/8/18 16:22,11075
10013,20170818,精彩点,欢乐颂2(54)(高清),2017/8/18 16:36,2017/8/18 17:43,11075
10013,20170818,精彩点,06月30日 奔跑吧：收官之战！邓超遇王力宏变迷弟(高清),2017/8/18 17:52,2017/8/18 19:39,11075
10013,20170818,精彩点,07月01日 贝肯熊(高清),2017/8/18 19:52,2017/8/18 19:57,11075
10013,20170818,精彩点,疯岳撬佳人(高清)(小岳岳裸撩袁姗姗),2017/8/18 0:33,2017/8/18 10:52,11075
10013,20170819,精彩点,01月15日 欢乐喜剧人 第三季：文松飙哭戏比贱宋小宝(高清),2017/8/19 22:28,2017/8/19 23:18,11075
10013,20170819,精彩点,欢乐颂2(54)(高清),2017/8/19 12:47,2017/8/19 12:54,11075
10013,20170819,精彩点,07月26日 小猪佩奇(高清),2017/8/19 11:32,2017/8/19 11:59,11075
10013,20170819,精彩点,07月27日 小猪佩奇(高清),2017/8/19 11:59,2017/8/19 12:26,11075
10013,20170819,精彩点,01月08日 欢乐喜剧人 第三季：大学生花样脱单秀恩爱(高清),2017/8/19 22:04,2017/8/19 22:28,11075
10013,20170819,精彩点,欢乐颂2(55)(大结局)(高清),2017/8/19 12:54,2017/8/19 13:27,11075
10013,20170819,精彩点,乡村爱情故事6(01)(高清),2017/8/19 18:41,2017/8/19 19:01,11075
10013,20170819,精彩点,憨豆先生动画版 第二季(01)(调整)(高清),2017/8/19 11:31,2017/8/19 11:32,11075
10013,20170819,精彩点,麻烦家族(高清),2017/8/19 23:19,2017/8/19 23:23,11075
10013,20170819,精彩点,01月08日 欢乐喜剧人 第三季：大学生花样脱单秀恩爱(高清),2017/8/19 14:15,2017/8/19 15:36,11075
10013,20170819,精彩点,憨豆先生动画版 第二季(01)(高清),2017/8/19 11:31,2017/8/19 11:32,11075
10013,20170819,精彩点,醉玲珑(21)(高清),2017/8/18 23:54,2017/8/19 0:08,11075
10013,20170819,精彩点,07月01日 贝肯熊(高清),2017/8/19 11:12,2017/8/19 11:31,11075
10013,20170819,精彩点,麻烦家族(高清)(黄磊电影处女作，鸡飞狗跳闹离婚),2017/8/19 23:19,2017/8/19 23:23,11075
10013,20170820,精彩点,08月11日 熊出没之环球大冒险(高清),2017/8/20 11:55,2017/8/20 12:01,11075
10013,20170820,精彩点,07月02日 贝肯熊(高清),2017/8/20 12:02,2017/8/20 12:29,11075
10013,20170820,精彩点,08月09日 熊出没之环球大冒险(高清),2017/8/20 11:07,2017/8/20 11:24,11075
10013,20170820,精彩点,08月10日 熊出没之环球大冒险(高清),2017/8/20 11:24,2017/8/20 11:54,11075
10013,20170821,精彩点,07月01日 贝肯熊(高清),2017/8/21 22:42,2017/8/21 22:47,11075
10013,20170821,精彩点,07月03日 贝肯熊(高清),2017/8/21 9:23,2017/8/21 9:46,11075
10013,20170821,精彩点,08月16日 熊出没之环球大冒险(高清),2017/8/21 22:48,2017/8/21 23:11,11075
10013,20170821,精彩点,07月04日 贝肯熊(高清),2017/8/21 9:46,2017/8/21 10:11,11075
10013,20170821,精彩点,07月02日 贝肯熊(高清),2017/8/20 17:31,2017/8/21 9:22,11075
10013,20170821,精彩点,07月15日 贝肯熊(高清),2017/8/21 10:11,2017/8/21 10:36,11075
10013,20170822,精彩点,07月03日 贝肯熊(高清),2017/8/22 20:47,2017/8/22 20:49,11075
10013,20170822,精彩点,07月02日 贝肯熊(高清),2017/8/22 14:25,2017/8/22 19:02,11075
10013,20170822,精彩点,07月04日 贝肯熊(高清),2017/8/22 20:50,2017/8/22 21:16,11075
10013,20170822,精彩点,07月02日 贝肯熊(高清),2017/8/22 20:23,2017/8/22 20:46,11075
10013,20170822,精彩点,07月01日 贝肯熊(高清),2017/8/22 19:57,2017/8/22 20:22,11075
10013,20170823,精彩点,07月01日 贝肯熊(高清),2017/8/23 10:28,2017/8/23 10:54,11075
10013,20170823,精彩点,07月09日 贝肯熊(高清),2017/8/23 15:13,2017/8/23 15:35,11075
10013,20170823,精彩点,07月04日 贝肯熊(高清),2017/8/23 19:48,2017/8/23 20:13,11075
10013,20170823,精彩点,07月08日 贝肯熊(高清),2017/8/23 20:13,2017/8/23 20:38,11075
10013,20170823,精彩点,08月11日 熊出没之环球大冒险(高清),2017/8/23 10:55,2017/8/23 12:23,11075
10013,20170823,精彩点,07月09日 贝肯熊(高清),2017/8/23 15:35,2017/8/23 19:46,11075
10013,20170823,精彩点,07月11日 贝肯熊(高清),2017/8/23 22:55,2017/8/23 23:21,11075
10013,20170823,精彩点,08月12日 熊出没之环球大冒险(高清),2017/8/23 12:23,2017/8/23 14:46,11075
10013,20170823,精彩点,07月08日 贝肯熊(高清),2017/8/23 14:47,2017/8/23 15:12,11075
10013,20170823,精彩点,07月10日 贝肯熊(高清),2017/8/23 21:02,2017/8/23 21:28,11075
10013,20170823,精彩点,07月09日 贝肯熊(高清),2017/8/23 20:38,2017/8/23 21:02,11075
10013,20170824,精彩点,08月15日 熊出没之环球大冒险(高清),2017/8/24 12:23,2017/8/24 13:09,11075
10013,20170824,精彩点,08月14日 熊出没之环球大冒险(高清),2017/8/24 11:37,2017/8/24 12:22,11075
10013,20170824,精彩点,08月13日 熊出没之环球大冒险(高清),2017/8/24 10:05,2017/8/24 11:37,11075
10013,20170824,精彩点,08月12日 熊出没之环球大冒险(高清),2017/8/23 23:21,2017/8/24 10:05,11075
10013,20170825,精彩点,08月12日 熊出没之环球大冒险(高清),2017/8/25 11:49,2017/8/25 14:24,11075
10013,20170825,精彩点,07月03日 贝肯熊(高清),2017/8/25 11:25,2017/8/25 11:49,11075
10013,20170825,精彩点,07月02日 熊熊乐园(高清),2017/8/25 17:35,2017/8/25 18:55,11075
10013,20170825,精彩点,07月01日 贝肯熊(高清),2017/8/25 16:45,2017/8/25 17:10,11075
10013,20170825,精彩点,07月02日 贝肯熊(高清),2017/8/25 11:03,2017/8/25 11:25,11075
10013,20170825,精彩点,07月01日 贝肯熊(高清),2017/8/24 13:09,2017/8/25 11:02,11075
10013,20170825,精彩点,08月14日 熊出没之环球大冒险(高清),2017/8/25 17:10,2017/8/25 17:35,11075
10013,20170825,精彩点,07月03日 熊熊乐园(高清),2017/8/25 18:55,2017/8/25 19:20,11075
10013,20170826,精彩点,07月04日 熊熊乐园(高清),2017/8/25 19:20,2017/8/26 10:31,11075
10013,20170826,精彩点,07月09日 贝肯熊(高清),2017/8/26 16:08,2017/8/26 17:27,11075
10013,20170826,精彩点,07月07日 贝肯熊(高清),2017/8/26 20:35,2017/8/26 21:04,11075
10013,20170826,精彩点,07月05日 熊熊乐园(高清),2017/8/26 10:32,2017/8/26 11:34,11075
10013,20170826,精彩点,07月07日 贝肯熊(高清),2017/8/26 12:04,2017/8/26 16:07,11075
10013,20170826,精彩点,07月06日 贝肯熊(高清),2017/8/26 11:36,2017/8/26 12:04,11075
10013,20170827,精彩点,07月05日 贝肯熊(高清),2017/8/27 19:39,2017/8/27 20:04,11075
10013,20170827,精彩点,07月10日 贝肯熊(高清),2017/8/27 11:33,2017/8/27 13:56,11075
10013,20170827,精彩点,07月08日 贝肯熊(高清),2017/8/27 20:55,2017/8/27 21:43,11075
10013,20170827,精彩点,08月10日 熊出没之环球大冒险(高清),2017/8/27 15:08,2017/8/27 16:00,11075
10013,20170827,精彩点,08月09日 熊出没之环球大冒险(高清),2017/8/27 13:56,2017/8/27 15:08,11075
10013,20170827,精彩点,07月07日 贝肯熊(高清),2017/8/27 20:29,2017/8/27 20:55,11075
10013,20170827,精彩点,07月06日 贝肯熊(高清),2017/8/27 20:04,2017/8/27 20:29,11075
10013,20170827,精彩点,07月09日 贝肯熊(高清),2017/8/26 21:05,2017/8/27 11:33,11075
10013,20170830,精彩点,07月03日 贝肯熊(高清),2017/8/30 12:11,2017/8/30 12:15,11075
10013,20170830,精彩点,07月02日 贝肯熊(高清),2017/8/30 11:48,2017/8/30 12:11,11075
10013,20170830,精彩点,07月04日 贝肯熊(高清),2017/8/30 12:15,2017/8/30 12:53,11075
10013,20170830,精彩点,07月01日 贝肯熊(高清),2017/8/30 11:20,2017/8/30 11:47,11075
10013,20170831,精彩点,07月30日 熊出没之丛林总动员(高清),2017/8/30 22:07,2017/8/31 8:30,11075
10013,20170831,精彩点,07月31日 熊出没之丛林总动员(高清),2017/8/31 8:30,2017/8/31 12:08,11075
10013,20170831,精彩点,08月02日 熊出没之丛林总动员(高清),2017/8/31 13:43,2017/8/31 19:08,11075
10013,20170831,精彩点,08月01日 熊出没之丛林总动员(高清),2017/8/31 12:08,2017/8/31 13:42,11075
10013,20170831,精彩点,08月03日 熊出没之丛林总动员(高清),2017/8/31 19:08,2017/8/31 20:46,11075
10013,20170901,精彩点,07月02日 贝肯熊(高清),2017/9/1 16:30,2017/9/1 18:58,11075
10013,20170901,精彩点,07月01日 贝肯熊(高清),2017/9/1 16:05,2017/9/1 16:30,11075
10013,20170901,精彩点,07月20日 熊熊乐园(高清),2017/8/31 20:47,2017/9/1 8:53,11075
10013,20170901,精彩点,08月09日 熊出没之环球大冒险(高清),2017/9/1 19:01,2017/9/1 20:14,11075
10013,20170902,精彩点,07月01日 贝肯熊(高清),2017/9/2 21:08,2017/9/2 21:33,11075
10013,20170902,精彩点,07月01日 贝肯熊(高清),2017/9/2 9:45,2017/9/2 10:12,11075
10013,20170902,精彩点,07月02日 贝肯熊(高清),2017/9/2 10:13,2017/9/2 10:35,11075
10013,20170902,精彩点,07月02日 贝肯熊(高清),2017/9/2 10:35,2017/9/2 11:07,11075
10013,20170903,精彩点,08月09日 熊出没之环球大冒险(高清),2017/9/2 21:33,2017/9/3 14:49,11075
10013,20170903,精彩点,07月01日 贝肯熊(高清),2017/9/3 19:53,2017/9/3 20:28,11075
10013,20170903,精彩点,07月01日 贝肯熊(高清),2017/9/3 14:50,2017/9/3 14:58,11075
10013,20170903,精彩点,07月02日 贝肯熊(高清),2017/9/3 20:28,2017/9/3 20:51,11075
10013,20170903,精彩点,08月09日 熊出没之环球大冒险(高清),2017/9/3 21:16,2017/9/3 22:27,11075
10013,20170903,精彩点,07月03日 贝肯熊(高清),2017/9/3 20:51,2017/9/3 21:16,11075
10013,20170904,精彩点,07月09日 贝肯熊(高清),2017/9/4 21:55,2017/9/4 22:32,11075
10013,20170904,精彩点,07月07日 贝肯熊(高清),2017/9/4 20:59,2017/9/4 21:26,11075
10013,20170904,精彩点,大军师司马懿之军师联盟(42)(大结局)(高清),2017/9/4 22:37,2017/9/4 23:25,11075
10013,20170904,精彩点,08月11日 熊出没之环球大冒险(高清),2017/9/4 10:08,2017/9/4 10:54,11075
10013,20170904,精彩点,07月05日 贝肯熊(高清),2017/9/4 10:54,2017/9/4 11:20,11075
