用户号,业务品牌,用户状态,状态改变时间,预存款,套餐,销售品,资费,入网时间,销售品生效时间,销售品失效时间,机顶盒编号
11198,互动电视,正常        ,20140817,0,,互动标准包,[互动]优惠购机(388元)(26.5元/月)(资费),20140731,20140731,20500101,10069
10940,互动电视,正常        ,20160316,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160316,20160316,20500101,10209
11303,互动电视,正常        ,20161123,400,乐惠套餐-12M-3年-2180,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20141016,20141016,20500101,11293
10728,互动电视,正常        ,20150929,330,月享套餐-30M-包月-89元-看电视送宽带续费,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-17年月享,20150929,20170801,20500101,10247
10525,互动电视,正常        ,20171031,94.5,乐惠套餐-6M-1年-980,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20140511,20140511,20500101,10802
10804,互动电视,正常        ,20160105,253.57,,互动标准包-688购机-送快乐点半年(到期停)-15M体验,互动标准包-包月-26.5元-688购机-送快乐点半年(到期停)-15M体验,20160105,20160105,20500101,10377
10116,互动电视,正常        ,20130805,0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130805,20130805,20500101,10733
11302,互动电视,正常        ,20141015,64.27,,互动600预存-捆快乐点2年,互动600预存-26.5元-捆快乐点2年,20141015,20141015,20500101,11121
10388,互动电视,正常        ,20161207,0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20131216,20131216,20500101,10254
10211,互动电视,正常        ,20131021,300,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130913,20130913,20500101,10659
11227,互动电视,正常        ,20140503,0,,互动600预存-捆快乐点2年,互动600预存-26.5元-捆快乐点2年,20140503,20140503,20500101,11318
10747,互动电视,正常        ,20170324,0,乐惠套餐-25M-1年-1380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20151104,20151104,20500101,11283
10432,互动电视,正常        ,20170322,0,,互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天),互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天)(资费),20140118,20140118,20500101,11061
10472,互动电视,正常        ,20140129,0,,互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天),互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天)(资费),20140129,20140129,20500101,11054
10893,互动电视,正常        ,20160204,0,,互动标准包,互动标准包-包月-26.5元,20160204,20171101,20500101,10577
10996,互动电视,正常        ,20160504,0,乐惠套餐-25M-1年-1380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160504,20160504,20500101,11299
11009,互动电视,正常        ,20160521,60,,互动59元包-600预存,互动59元包-600预存,20160521,20160521,20500101,10458
10624,互动电视,正常        ,20150211,20,乐惠套餐-15M-1年-1180元(A),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20150211,20150211,20500101,10897
11079,互动电视,正常        ,20160718,107.13,,互动标准包-688购机-送快乐点半年(到期停),互动标准包-包月-26.5元-688购机-送快乐点半年(到期停),20160718,20160718,20500101,10021
11132,互动电视,正常        ,20161026,210,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20161026,20161026,20500101,10419
10404,互动电视,正常        ,20131225,0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20131225,20131225,20500101,10789
10414,互动电视,正常        ,20131229,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20131229,20150101,20500101,10251
11024,互动电视,正常        ,20160530,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160530,20160530,20500101,11252
11060,互动电视,正常        ,20160626,0,,互动标准包(副卡),互动标准包(副卡)-388购机-包月-26.5元,20160626,20160626,20500101,10638
10849,互动电视,正常        ,20160126,0,乐惠套餐-25M-3年-2380元-16年,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160126,20160126,20500101,11288
10223,互动电视,正常        ,20130917,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130917,20130917,20500101,10060
10025,互动电视,正常        ,20090228,0,,宽带用户优惠购(399元)(26.5元/月),宽带用户优惠购(399元)(26.5元/月)(资费),20070913,20120305,20500101,10114
11031,互动电视,正常        ,20160604,90,,互动59元包-600预存,互动59元包-600预存,20160604,20160604,20500101,10777
10507,互动电视,正常        ,20171028,99.5,,预存入网(600元)(26.5元/月),互动标准包-包月-预存600,20130107,20130107,20500101,10282
10769,互动电视,正常        ,20151214,25,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20151214,20151214,20500101,11189
10257,互动电视,正常        ,20130928,0,,互动49元包,互动49元包,20130928,20151101,20500101,10150
10808,互动电视,正常        ,20160111,40,乐惠套餐-20M-包月-89元-预存200,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-17年月享,20160111,20170301,20500101,10768
10117,互动电视,正常        ,20130805,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130805,20130805,20500101,10293
10571,互动电视,正常        ,20141208,64.27,,互动标准包-600购机-送快乐点2年-12M体验,互动600购机-26.5元-送快乐点2年-送12M体验,20141208,20141208,20500101,10840
10035,互动电视,正常        ,20120512,0,6M融合套餐-到期提速2(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20120512,20130929,20500101,10952
10587,互动电视,正常        ,20141223,0,,互动标准包-600购机-送快乐点2年-12M体验,互动600购机-26.5元-送快乐点2年-送12M体验,20141223,20141223,20500101,10876
10588,互动电视,正常        ,20141225,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20141225,20150101,20500101,10878
10137,互动电视,正常        ,20130811,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130811,20150101,20500101,10531
10138,互动电视,正常        ,20130811,74,6M融合套餐1(互动+宽带),互动49元包,互动49元包,20130811,20150801,20500101,10058
10161,互动电视,正常        ,20130828,0,,互动39元包-预存1年费用(客服),互动39元包-预存1年费用(客服),20130828,20151001,20500101,10629
10708,互动电视,正常        ,20150903,60,"乐惠32.5节目包-2年-780元(送10M宽带1年,限新宽带)",互动+联合宽带-59元包,互动+联合宽带-59元包,20150903,20151001,20500101,10403
10713,互动电视,正常        ,20170124,0,,互动标准包,互动标准包-包月-26.5元,20150909,20170401,20500101,10289
10662,互动电视,正常        ,20150623,0,乐惠套餐-15M-3年-2180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20150623,20150623,20500101,10668
10622,互动电视,正常        ,20150207,0,,互动标准包-600预存-送快乐点2年(到期顺延)-送15M体验,互动标准包-包月-26.5元-600预存-送快乐点2年(到期顺延)-15M体验,20150207,20150207,20500101,10910
11029,互动电视,正常        ,20170918,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160608,20160608,20500101,11245
11320,互动电视,正常        ,20160308,0,乐惠套餐-25M-包月-109元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160308,20160308,20500101,10418
10590,互动电视,正常        ,20141225,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20141225,20150101,20500101,10858
10589,互动电视,正常        ,20141225,85.7,,互动标准包-600购机-送快乐点2年-12M体验,互动600购机-26.5元-送快乐点2年-送12M体验,20141225,20141225,20500101,10927
10921,互动电视,正常        ,20160302,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160302,20160302,20500101,10173
11113,互动电视,正常        ,20160930,0,乐惠套餐-25M-2年-2560元-送1年,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160930,20160930,20500101,10023
10363,互动电视,正常        ,20141106,0,[13年底促销]6M融合套餐1(互动+宽带),[互动+宽带]互动(26.5元/月)-捆绑200元增值费,[互动+宽带]互动(26.5元/月)-捆绑200元增值费(资费),20131128,20131128,20500101,10713
10748,互动电视,正常        ,20151103,0,,互动59元包-480预存,互动59元包,20151103,20151103,20500101,11084
10484,互动电视,正常        ,20140302,0,[互动+宽带]6M融合套餐(980),[互动+宽带]互动标准套餐(26.5元)—280购机入网,互动+联合宽带-包月-26.5元-280购机,20140302,20140302,20500101,11323
10139,互动电视,正常        ,20130816,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130816,20130816,20500101,10022
11019,互动电视,正常        ,20160526,60,,互动59元包-600预存,互动59元包-600预存,20160526,20160526,20500101,11056
11010,互动电视,正常        ,20160521,60,乐惠套餐-25M-包月-109元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160521,20160521,20500101,10306
10768,互动电视,正常        ,20151208,0,乐惠套餐-10M-1年-1080元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20151208,20151208,20500101,10965
10688,互动电视,正常        ,20150803,0,,互动59元包-480预存,互动59元包,20150803,20150803,20500101,10968
11261,互动电视,正常        ,20140717,25,,互动600-捆快乐点2年-送12M体验,互动标准包-600预存-26.5元-捆快乐点2年-送15M体验 ,20140717,20140717,20500101,11238
10086,互动电视,正常        ,20170831,0,[互动+宽带+3G](联通旧3G)6M融合套餐1,[互动+宽带+旧3G]互动(26.5元/月)-捆时移回看(前九个月返还),[互动+宽带+旧3G]互动(26.5元/月)-捆时移回看(前九个月返还)(资费),20130716,20130716,20500101,10670
10735,互动电视,正常        ,20151019,0,月享套餐-30M-包月-89元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-17年月享,20151019,20171101,20500101,10099
11228,互动电视,正常        ,20140503,1,乐惠套餐-6M-2年-1480,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20140503,20140503,20500101,11009
11025,互动电视,正常        ,20160528,0,,互动标准包-688购机-送快乐点半年(到期停),互动标准包-包月-26.5元-688购机-送快乐点半年(到期停),20160528,20160528,20500101,10771
10150,互动电视,正常        ,20130823,0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130823,20130823,20500101,10326
10674,互动电视,正常        ,20150920,0,,互动59元包-480预存,互动59元包,20150714,20150714,20500101,10729
10059,互动电视,正常        ,20150525,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130623,20130623,20500101,10704
10834,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,11164
10362,互动电视,正常        ,20131128,0,[13年底促销]6M融合套餐1(互动+宽带),互动标准包,互动标准包-包月-26.5元,20131128,20171101,20500101,10154
10844,互动电视,正常        ,20160120,0,乐惠套餐-15M-3年-2180元-16年,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160120,20160120,20500101,11078
11155,互动电视,正常        ,20170923,312,,互动59元包-600预存,互动59元包-600预存,20161203,20161203,20500101,10537
10699,互动电视,正常        ,20150825,0,"乐惠59元套餐-2年-1516元(新装或置换互动-送15M宽带1年,限新宽带)",互动+联合宽带-59元包,互动+联合宽带-59元包-240元购机,20150825,20150825,20500101,10928
10372,互动电视,正常        ,20131205,224.51,[13年底促销]6M融合套餐1(互动+宽带),[互动+宽带]互动(26.5元/月)-捆绑200元增值费,[互动+宽带]互动(26.5元/月)-捆绑200元增值费(资费),20131205,20131205,20500101,11059
10758,互动电视,正常        ,20151201,0,,互动标准包(副卡),互动标准包(副卡)-388购机-包月-26.5元,20151201,20151201,20500101,11051
10757,互动电视,正常        ,20151201,0,乐惠套餐-25M-1年-1380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20151201,20151201,20500101,11278
10881,互动电视,正常        ,20160203,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160203,20160203,20500101,10083
10128,互动电视,正常        ,20171104,73.5,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130809,20130809,20500101,10798
10251,互动电视,正常        ,20170122,0,,互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天),互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天)(资费),20130925,20130925,20500101,10245
10517,互动电视,正常        ,20140802,0,乐惠套餐-6M-2年-1480,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20140802,20140802,20500101,10019
